Doc_ID,Country,Year,Document_Name,Page,Block_ID,text
0,CAN,2022,Canada's National Quantum Strategy,10,1,"Examples include: • The Strategic Innovation Fund (SIF), which supports large-scale, transformative and collaborative projects that promote the competitiveness of Canadian industries, advancement of Canada’s technological advantage and clean growth; and • The Canada Foundation for Innovation (CFI), which provides investments in infrastructure across the full spectrum of research. Budget 2022 also announced the government’s intention to establish a Canadian innovation and investment agency. This agency will work to help new and established Canadian firms innovate, commercialize research, and create new economic opportunities for workers and businesses in Canada. A broad range of complementary government programs and initiatives from a number of departments and agencies that support quantum research, development and deployment will also be leveraged to support the goals of the NQS, and are described throughout the document. As quantum science and associated technologies mature, the Government of Canada will consider further actions to meet the needs of the quantum community, support excellence and ensure Canada’s continued success."
0,CAN,2022,Canada's National Quantum Strategy,10,2,"While many basic and applied research problems and technological challenges remain concerning the development of quantum technologies, the next wave of disruptive innovations is becoming clearer, as are the areas in which Canadians are poised to lead the world. In addition to continuing to make diverse investments in quantum R&D, it is also time to concentrate on key areas of Canadian leadership and double down on specific goals to benefit the economy and society—such as creating industries and jobs of the future, expanding the frontiers of quantum research, and solving important problems facing Canada and the world. In light of this, and based on feedback from the stakeholder community, the NQS is focused on three missions: • Make Canada a world leader in the continued development, deployment and use of quantum computing hardware and software—to the benefit of Canadian industry, governments and citizens. • Ensure the privacy and cyber-security of Canadians in a quantum-enabled world through a national secure quantum communications network and a postquantum cryptography initiative. • Enable the Government of Canada and key industries to be developers and early adopters of new quantum sensing technologies."
0,CAN,2022,Canada's National Quantum Strategy,10,3,THE STRATEGY’S THREE MISSIONS IN DETAIL
0,CAN,2022,Canada's National Quantum Strategy,10,4,"The NQS missions will guide collaboration between academia, industry, not-for-profit organizations and government—and require government support to de-risk technology development, scale solutions into world-leading prototypes and launch large-scale projects that establish Canadian leadership. In the near term, the Government of Canada is planning to launch road-mapping exercises and develop technical guidance in collaboration with"
0,CAN,2022,Canada's National Quantum Strategy,10,5,"academic and industry experts to complete a more detailed rollout plan for these missions. These roadmaps will include detailed objectives, milestones and actions required of government, academia and industry to realize mission goals. Informed by these roadmaps, the Government of Canada may explore additional investments and work with provinces, territories and other partners to support each of the missions."
0,CAN,2022,Canada's National Quantum Strategy,11,1,"In advancing the NQS missions, it will also be important to emphasize a number of key enabling factors that will be vital to success. These include critical infrastructure, supply chain issues and standards. Critical infrastructure is an important enabling factor, including strengthening support for operating existing infrastructure, and filling key gaps required for the success of Canada’s quantum industries. Supply chain issues need to be considered to ensure that Canadian quantum researchers and companies have stable access to critical components, either domestically or through enhancing supply chain security in collaboration with international partners. Standards will play an important role in the commercial success of quantum technologies by opening up access to international markets. The Standards Council of Canada and other organizations will contribute to activities that support standardization, including the development of policies and regulations for integrating and adopting quantum applications in ways that benefit Canadian business and society. As stakeholders expressed, Canada must be represented at various tables to ensure that international standards reflect Canadian principles and global frameworks reflect the interests of Canadian industries. Mission: Make Canada a world leader in the continued development, deployment and use of quantum computing hardware and software—to the benefit of Canadian industry, governments and citizens. Forecasts anticipate quantum computing hardware and software will account for up to US$154 billion in global economic activity by 2030.4 Canadian researchers and companies are at the forefront of the international race to build a scalable highperformance quantum computer. Several Canadian firms now have quantum computing systems that have the potential to solve computational and logistical challenges that are too complex, costly"
0,CAN,2022,Canada's National Quantum Strategy,11,2,"or time-consuming to solve with conventional technologies. Canadians are also leaders in the development of software to control quantum computers and link them to classical computer systems, and in the creation of applications that will make these systems valuable to end users. This advantage could benefit Canadians by transforming a number of sectors, for example by developing personalized drugs, making Canada’s supply chains and delivery routes more efficient, predicting weather events, modelling climate change, and more. Early sectors of focus could include digital security, banking and advanced manufacturing. Many of these are already considering quantum computing. For example, the Bank of Canada collaborates with a broad range of Canadian and international quantum researchers, the public sector, and industry to stand at the forefront of this technological evolution. A number of key research and development issues need to be addressed to realize the potential of a quantum computer. Near-term areas that will require a sustained focus include: • Hybrid computing capacity – Exploiting the full benefits of quantum computing will require interconnected systems of quantum computers and classical computers, to make use of what each type of system does best in a complex calculation, and to make it easy for users to access and use quantum computers, including over the cloud. • Quantum simulators – Before “fault-tolerant” quantum computers are available, it will be important to have a strong capacity to simulate quantum calculations to better understand the types of problems that can best be addressed by these systems, and to test how different hardware approaches would perform without having to invest in a range of prototype systems. • Use cases for quantum computers – In addition to developing quantum computing hardware and software, the full range of potential applications to real-world problems remains uncharted. Identifying"
0,CAN,2022,Canada's National Quantum Strategy,11,3,"4 Socio-Economic Impact of Quantum Technologies in Canada, Doyletech, 2020."
0,CAN,2022,Canada's National Quantum Strategy,12,1,"a set of public and private sector “use cases” would help broaden application development. Work is already underway. In November 2020, Innovative Solutions Canada (ISC) launched a call for Quantum Computing as a Service solutions to optimize complex problem solving. In February 2022, ISC also launched a call to develop a scaled down dilution refrigerator in support of quantum computing technologies. In June 2022, ISC launched a call to test pre-commercial quantum computing prototypes that address a variety of federal government priorities. The NRC is in the process of launching an Applied Quantum Computing Challenge program that will help drive commercial innovation and build on Canada’s position as a global leader in applied quantum computing. Mission strategy The Government of Canada will accelerate the development of Canadian quantum computing hardware, software and algorithms, and foster expertise in the use of a range of different platforms. This will ensure the academic, commercial and government sectors have access to the broadest suite of related technologies for testing, advancement, procurement and adoption."
0,CAN,2022,Canada's National Quantum Strategy,12,2,"What’s required • Give Canadian firms involved in creating and adopting quantum computing and software a head start to boost their global competitiveness. • Develop the academic and private-sector talent base needed to underpin a successful Canadian quantum computing and software industry. • Provide quantum computing companies with stress testing and feedback to perfect their technologies and attract a larger user base. • De-risk the deployment of quantum computing systems to incentivize industrial use. • Support basic and applied research to advance quantum computing technologies. • Establish links between researchers, product developers and user communities to identify how to increase adoption."
0,CAN,2022,Canada's National Quantum Strategy,12,3,"What the Government of Canada will do • Continue to make investments in the development, testing and scaling of Canadian quantum computers, algorithms, simulators and software. • Invest in work-integrated learning opportunities to advance domestic and international industryacademia partnerships. • Convene and connect providers and users (Canadian researchers and companies) who could benefit from these technologies. • Work with partners in government, academia and the private sector to make available broadbased access to quantum computing hardware and software, and hybrid quantum-classical computing environments. • Identify use cases and pursue procurement opportunities for quantum computing systems and software within the Government of Canada."
0,CAN,2022,Canada's National Quantum Strategy,13,1,"Mission: Ensure the privacy and cybersecurity of Canadians in a quantumenabled world through a national secure quantum communications network and a post-quantum cryptography initiative. Activities vital to our everyday lives—including commercial and financial transactions, government service delivery, the development and maintenance of transportation and utility infrastructure, ensuring the defence and security of Canadians, and more—depend on secure data usage, storage and transmission.5 Quantum technology advancements could put the security of digital data and systems at risk due to their potential to break many of the cryptographic mechanisms currently used to protect personal, research, commercial and government information. Encrypted information transmitted today can be stored to be compromised in the future by a powerful quantum computer. Quantum-safe solutions using quantum technologies or post-quantum cryptography can protect data against this threat. There is an immense commercial market tied to transmitting and securing data and increasing the inter-connectedness of devices. As well, there is an opportunity for the Government of Canada to adopt quantum-safe solutions in the future as they become commercially available. It is imperative to develop capabilities in secure quantum communications and post-quantum cryptography to safeguard citizens and strengthen the economy. Achieving this will require developing partnerships among government, researchers and industry; investing in post-quantum cryptography; and building on Canada’s early strengths in secure quantum communications to work toward a national secure quantum network. Canadian systems must also be able to interface with those of international partners to provide maximum economic benefit and inspire confidence in the integrity of data."
0,CAN,2022,Canada's National Quantum Strategy,13,2,"Canada is home to pre-eminent researchers and companies developing post-quantum cryptography to secure valuable data. These capabilities are of value to both Canadians and allies as the Government of Canada works collectively to ensure the security and wellbeing of its citizens. Ultimately, a national quantum communications network combined with post-quantum cryptography could enhance the security of highly sensitive information, critical applications and infrastructure. Such a network would include land- and satellitebased infrastructure significantly beyond current Canadian and international capabilities. In the future, a “quantum Internet” could also be used by Canadian industries, such as the financial sector, that need to transmit highly sensitive information and ensure their networks are interoperable with those of trusted international partners. Completing this mission would create a made-in-Canada quantum communications solution that would secure the Canadian economy and digital sovereignty and build confidence in Canadian providers of quantum-safe communications solutions among our trusted international partners. The Government of Canada will also prioritize the formation of domestic and international industry-academia partnerships to build quantum cyber-security capacity. This will involve training and mobilizing experts to advance quantum cryptography and quantum communications, as well as expanding the pool of talent skilled in integrating quantum communications and quantum cyber-security technologies in different industries and sectors. Support will be required to develop commercially viable quantum key distribution, continue engagement in standardization activities and integrate cryptographic schemes with existing security-based software architecture. In the long term, conformity with industry standards will be an important factor in procuring solutions. Work on this mission has already begun. The Government of Canada, led by the Communications Security Establishment, has undertaken activities"
0,CAN,2022,Canada's National Quantum Strategy,13,3,The Directive on Security Management sets out the Government of Canada requirements to use encryption to protect sensitive information where data may be at risk of unauthorized access.
0,CAN,2022,Canada's National Quantum Strategy,14,1,"to ensure that its highly sensitive data holdings are protected against the quantum threat. These activities are coordinated with international allies to maintain interoperability. The identification of Government of Canada systems and data that are less sensitive but still potentially at risk is an ongoing effort, and the use of standardized post-quantum cryptography will be critical to securing them. Additionally, in 2017 the Government of Canada initiated the Quantum Encryption and Science Satellite (QEYSSat) project with several government organizations, academic institutions and private"
0,CAN,2022,Canada's National Quantum Strategy,14,2,"partners. The project is one of the first tests of satellite-based secure quantum communications demonstrations and is expected to be launched in the coming years. The NRC’s High Throughput and Secure Networks Challenge Program has been supporting collaborative R&D projects on quantum communications with industry, academia and other government departments since 2019. In June 2022, ISC launched a call to support pre-commercial quantum communications prototypes that can be tested in real-life settings and address a variety of federal government priorities."
0,CAN,2022,Canada's National Quantum Strategy,14,3,"Mission strategy The Government of Canada will work toward ensuring existing and future data systems are protected before they are threatened. This involves encouraging the deployment of post-quantum cryptography and working towards the development of a national quantum communications network that could be used to protect highly sensitive information in the future. To create opportunities for Canadian firms to enter international markets and enhance the collective security of Canada and its allies, the Government of Canada will seek to ensure Canadian systems can interface with those of our partners."
0,CAN,2022,Canada's National Quantum Strategy,14,4,What’s required • Encourage organizations to understand the sensitivity of their data assets. • Develop a plan to enhance the security of these digital assets. • De-risk investments related to private sector development of distributed quantum communications infrastructure and new enabling technologies such as post-quantum cryptography. • Ensure Canadian commercially developed systems can interface with those of Canada’s international partners. • Encourage adoption of post-quantum cryptographic and quantum communications products to secure data held by the Government of Canada and Canadian industry. What the Government of Canada will do • Identify information currently held by the Government of Canada at greatest risk if quantum technologies break currently used
0,CAN,2022,Canada's National Quantum Strategy,14,5,"encryption protocols, and develop and implement a plan to secure it. • Work with Canadian researchers and industry to support the adoption of post-quantum cryptography in technologies vulnerable to future quantum-enabled threats, including the procurement of products that meet government needs. • Support prototypes for a quantum communications network and work toward a secure Government of Canada quantum network to ensure critical applications, infrastructure and sensitive data are protected. • Support development and implementation of industry standards. • Support the assessment of commercial prototypes to demonstrate their cyber-security, resiliency and interoperability. • Collaborate with allies so Canadian innovations enhance the collective security of sensitive information and gain international market access."
0,CAN,2022,Canada's National Quantum Strategy,15,1,"Mission: Enable the Government of Canada and key industries to be developers and early adopters of new quantum sensing technologies. Quantum sensors will significantly improve the precision, sensitivity and efficiency of many different kinds of measurements and, in some cases, create entirely new capabilities and application spaces to explore. The deployment of quantum sensors is expected to help solve many pressing problems for Canada by enabling major advances in defence and security, critical mineral exploration and extraction, infrastructure and environmental monitoring, navigation and transportation safety, and health care. Early commercial opportunities are on the horizon, with more widespread impacts expected in the next few years. By 2026, the global market for quantum sensors is projected to be nearly US$550 million.6 Canada will need to be an early mover to seize a share of that growing market. This will involve overcoming current technological barriers, including gaps in the fundamental science; challenges building stable and easily reproducible components; and the lack of standards, processes and devices to characterize components and systems. Barriers related to the highly specialized knowledge and training required for quantum-sensor use must also be overcome to enable their widespread adoption in society."
0,CAN,2022,Canada's National Quantum Strategy,15,2,"Work on this mission has already begun. In 2019, the Department of National Defence (DND) launched an IDEaS call for solutions to overcome the scientific and technical barriers to quantum-sensing systems for defence and security purposes. In 2021, the NRC launched the Internet of Things: Quantum Sensor Challenge program, focused on developing revolutionary sensors that use the extreme sensitivity of quantum systems to enhance measurement precision and sensitivity rates, and even expand the kinds of phenomena that can be measured. In February 2022, Innovative Solutions Canada (ISC) launched two calls to advance quantum sensing prototypes and supporting technologies: one to support the development of a quantum-level biophoton optical imager and another to develop ultrasensitive spectroscopy systems for quantum photonics. In June 2022, ISC launched a call to support pre-commercial quantum sensor prototypes that can measure a variety of physical quantities, including electric or magnetic fields, precise timing, temperature, and chemical or biological processes. As a world leader in quantum science, Canada can conquer the technical challenges, transition these technologies out of the lab and into the field, and lay the groundwork for a future lucrative, hightech industry."
0,CAN,2022,Canada's National Quantum Strategy,15,3,"The NQS will help overcome these hurdles and support a vibrant domestic industry by leveraging Canadian quantum R&D capacity to create IP, build highly qualified personnel capacity, and stimulate knowledge and technology transfer between the government, academic and commercial sectors. The Government of Canada will engage industry end users on the capabilities and competitive advantages of quantum sensors to facilitate their adoption and will support expert training in the technology. Research and design of new materials, such as those that enhance the capabilities of existing sensors, will further contribute to fulfillment of the mission. 6 With Market Size Valued at $547.3 Million by 2026, it’s a Healthy Outlook for the Global Quantum Sensors Market, Global Industry Analysts Inc., 2022."
0,CAN,2022,Canada's National Quantum Strategy,16,1,"Mission strategy To establish Canada as a world leader in developing and using quantum sensors, the Government of Canada will explore potential areas of application and encourage their adoption by supporting research investments to improve the performance and design of sensors, the development of industry standards, and efforts to make quantum sensor technologies accessible to a broad swath of Canadian industry."
0,CAN,2022,Canada's National Quantum Strategy,16,2,"What’s required • Improve the performance of sensing technologies by supporting targeted research activities. • Identify early adopters in Canadian industries and government departments and agencies that could benefit from quantum sensing technologies. • Support the development of prototypes and technology demonstrations to better understand the technical challenges to operation and production, and potential market applications. • Develop industry standards to build greater confidence and understanding of the technologies. • Make connections to domestic and international markets."
0,CAN,2022,Canada's National Quantum Strategy,16,3,"What the Government of Canada will do • Invest in cutting-edge research with the potential to make transformative breakthroughs in the underlying technologies. • Back the development of prototypes that can be field-tested and easily produced. • Make linkages between the makers of quantum sensors and potential end users. • Support government applications by procuring quantum sensors, while helping the industry establish performance standards."
0,CAN,2022,Canada's National Quantum Strategy,17,1,"PILLARS OF THE NATIONAL QUANTUM STRATEGY To support the NQS missions and Canada’s broader quantum ecosystem, the strategy is underpinned by three interrelated pillars for a successful Canadian quantum community: Research, Talent and Commercialization. By coordinating investments and outcomes across all three, Canada can strengthen its quantum advantage and build a leading quantum science, technology development, supply chain and applications ecosystem. Current and future actions under each pillar will support the realization of the NQS missions."
0,CAN,2022,Canada's National Quantum Strategy,17,2,"Research: Developing better solutions Continuing to support Canada’s research base is essential to ensure leadership in quantum science and technology. Basic and applied research to better understand and exploit quantum phenomena will continue to be important over the long term, as many impactful quantum innovations have yet to be discovered. Without world-leading research, Canada will not have the expertise to advance the frontiers of quantum science, anchor talent development and create spinoff companies to commercialize products. Research in related fields, such as business and the social sciences and humanities, is also required to understand the social and economic impacts of quantum technologies. Canada is at the stage where enhanced scale of effort and collaboration are critical to realize the promise of quantum technologies. Institute for Quantum Computing The IQC is a cross-disciplinary institute within the University of Waterloo with more than 300 researchers. Its mandate is to engage in research, training, educational outreach and device fabrication related to quantum information science and quantum technologies. Over the past 10 years, the Government of Canada has provided $51 million to support the IQC. The IQC is part of a quantum ecosystem that extends from discovery research in advanced physics at the Perimeter Institute to advanced development and commercialization at the Quantum Valley Ideas Lab."
0,CAN,2022,Canada's National Quantum Strategy,17,3,"Actions to date Over several decades, Canada has supported research through competitive peer-reviewed programs and targeted investments in research institutes and hubs. One major Government of Canada program is the Canada First Research Excellence Fund (CFREF), which helps competitively selected Canadian postsecondary institutions turn their strengths into world-leading capabilities. CFREF has invested $176.3 million in quantum projects to date. QEYSSat The Canadian Space Agency’s QEYSSat will be a low-earth orbit satellite with a quantum receiver and transmitter, capable of quantum key distribution with a ground station. The QEYSSat mission is intended as a scientific platform and demonstrator for Canada, offering a unique opportunity to implement satellitebased quantum communications and perform cutting-edge scientific experiments. In addition, the Natural Sciences and Engineering Research Council of Canada (NSERC) and the CFI have provided more than $200 million and $180 million, respectively, in funding to quantum researchers since 2012. Peer-reviewed research funding has revealed and strengthened regional expertise, with investments fostering the development of key regional quantum hubs in Quebec, Ontario, Alberta and British Columbia. Centred on universities with significant strengths in quantum research and training, these hubs have increased their collaboration and output, and exploited synergies across areas of quantum research to deliver significant advancements in"
0,CAN,2022,Canada's National Quantum Strategy,18,1,"quantum technologies. Collectively, they comprise more than 100 ecosystem players. The Government of Canada has supplemented the CFREF, NSERC and CFI supports with additional investments, including in key components of the Quebec and British Columbia quantum ecosystems, such as the MiQro Innovation Collaborative Center (C2MI) and the Quantum Algorithms Institute. While each regional hub covers a range of quantum science areas, and the hubs have been broadening linkages to expand their reach, no single hub can do it all. The next steps are to deepen collaborations while continuing to exploit synergies, and to further network activities and resources across the country. The way forward While continuing to support basic and applied research, the Government of Canada will seek to advance quantum technologies by enabling academic researchers to participate in largerscale research partnerships. These will be aimed at growing knowledge of how quantum systems work, developing new technologies and inventing new applications. Expanded partnerships between academia, industry, government and like-minded nations are essential to translate quantum research into societal benefits for Canadians."
